date,top_ret,bot_ret,spread,top_ex,bot_ex,n
2012-03-31,0.06952077116246531,0.06529392170898995,0.004226849453475359,0.051088989904001895,0.04686214045052653,16
2012-06-30,-0.06286952130028793,-0.04391157872683937,-0.018957942573448558,0.0083035774829543,0.027261520056402852,16
2012-09-30,-0.0006911169260459538,0.09688013776750111,-0.09757125469354706,-0.03690331944822245,0.06066793524532462,16
2012-12-31,0.040126371857926744,0.0987558327037283,-0.058629460845801555,-0.005538228385318041,0.05309123246048352,16
2013-03-31,-0.08003318651288101,-0.11042564938393302,0.030392462871052017,0.021887823414385246,-0.008504639456666768,16
2013-06-30,0.15900474748357318,0.09435625694454508,0.0646484905390281,-0.017672863934658334,-0.08232135447368644,16
2013-09-30,-0.06424779394430417,-0.016862523649582257,-0.04738527029472192,-0.05874254825598472,-0.011357277961262803,16
2013-12-31,-0.08280592882055841,-0.002823066512528357,-0.07998286230803006,-0.064862913811355,0.015119948496675051,16
2014-03-31,0.04844872998707076,0.007031587331261339,0.041417142655809425,0.01217510884226928,-0.029242033813540142,16
2014-06-30,0.19303354769730025,0.1987415709912828,-0.005708023293982567,-0.03374606600679296,-0.02803804271281039,28
2014-09-30,0.20324889397115306,0.1998017777065936,0.0034471162645594577,0.03538550158156169,0.03193838531700221,28
2014-12-31,0.15463481155579512,0.47636002344654066,-0.32172521189074554,-0.17515846561247125,0.14656674627827426,28
2015-03-31,0.2478993371106101,0.19360838478189354,0.05429095232871656,-0.0037539025558273376,-0.05804485488454388,28
2015-06-30,-0.31026136800620385,-0.27944344585818004,-0.030817922148023813,-0.008592043368820135,0.02222587877920368,28
2015-09-30,0.2794678698196643,0.22122378017753447,0.05824408964212985,0.019765493287746495,-0.03847859635438332,28
2015-12-31,-0.1945582755957937,-0.16216650655905843,-0.03239176903673527,-0.026067128746998975,0.006324640289736288,28
2016-03-31,0.018477720085968506,0.0035263538765297753,0.014951366209438731,0.024194469701047196,0.009243103491608465,28
2016-06-30,0.000847336652438857,0.024242040559584833,-0.023394703907145976,-0.029231019256681118,-0.005836315349535143,28
2016-09-30,0.021780179756281704,-0.00426524806384645,0.026045427820128156,0.004738094313609371,-0.021307333506518783,28
2016-12-31,0.03868909385554668,0.01523878417424578,0.023450309681300904,0.015160050047840984,-0.008290259633459921,28
2017-03-31,-0.06638689424570847,-0.014143970477650791,-0.05224292376805768,-0.026583856088696584,0.025659067679361092,27
2017-06-30,0.015866976037450242,0.09516670086341716,-0.07929972482596692,-0.036976876402758846,0.042322848423208076,27
2017-09-30,-0.04969549810940595,-0.0414533726233435,-0.00824212548606245,-0.014786757942248546,-0.0065446324561860975,27
2017-12-31,-0.022069961321504027,-0.04638327141491594,0.02431331009341191,0.0118278881338475,-0.01248542195956441,27
2018-03-31,-0.15495225047980674,-0.18161002487128008,0.02665777439147335,-0.021773695683796064,-0.048431470075269406,27
2018-06-30,-0.07912332430081137,-0.011959568755396721,-0.06716375554541465,-0.013537720241487639,0.05362603530392701,27
2018-09-30,-0.0936901511020195,-0.12642566772991748,0.032735516627897976,0.014481051135161821,-0.018254465492736155,27
2018-12-31,0.3075404743644664,0.38875848695007875,-0.08121801258561234,-0.0016370987666129212,0.07958091381899937,27
2019-03-31,-0.06511422788978768,-0.03362251039779285,-0.031491717491994836,0.0033516868192597026,0.034843404311254544,27
2019-06-30,0.0012475974523758148,0.017361178693964363,-0.01611358124158855,0.019034525876005966,0.03514810711759451,27
2019-09-30,0.05796650307505533,0.05042300434822313,0.007543498726832201,-0.008684785389914832,-0.01622828411674703,27
2019-12-31,-0.0283391052974171,-0.054829659989575605,0.026490554692158504,0.03073759813294654,0.004247043440788037,27
2020-03-31,0.15493042894896916,0.16489685006669924,-0.009966421117730079,0.0245993560496695,0.03456577716739957,27
2020-06-30,0.04309280510251343,0.026829914086963204,0.01626289101555023,-0.04675306730584266,-0.06301595832139288,27
2020-09-30,0.12336995531027499,-0.02472785467875931,0.1480978099890343,0.05603282343098106,-0.09206498655805324,27
2020-12-31,-0.036170685277144156,-0.07066348810486689,0.034492802827722734,-0.023791336484356374,-0.05828413931207911,27
2021-03-31,0.08052007675414885,0.1226146891389954,-0.04209461238484655,0.029628345444149717,0.07172295782899626,27
2021-06-30,-0.015628691260351248,0.028505945764943853,-0.044134637025295104,-0.006307286629035047,0.03782735039626005,27
2021-09-30,0.05845098435437597,0.09452941786653238,-0.03607843351215641,0.0031427240513062114,0.039221157563462616,27
2021-12-31,-0.1363025925648284,-0.1285758748783809,-0.007726717686447504,-0.03025191157400301,-0.022525193887555507,28
2022-03-31,-0.013930096668802147,0.07061771464962092,-0.08454781131842307,-0.043848633818400894,0.040699177500022186,31
2022-06-30,-0.10680873925059552,-0.12952411862267238,0.022715379372076863,0.010074069604202379,-0.01264130976787449,31
2022-09-30,0.0030362036024544348,0.03839024921085055,-0.03535404560839611,-0.036364100870727,-0.001010055262330889,31
2022-12-31,0.056475982213455865,0.06365811008769344,-0.007182127874237575,-0.0050433630613531495,0.002138764812884423,31
2023-03-31,0.021661477321651395,-0.08523889930791335,0.10690037662956475,0.06479272649590707,-0.042107650133657686,31
2023-06-30,-0.08275924197994507,-0.042400255738508974,-0.04035898624143609,-0.04490051198563514,-0.004541525744199054,31
2023-09-30,-0.05113020257759252,-0.03654589927183725,-0.014584303305755275,-0.002503105651828223,0.012081197653927053,31
2023-12-31,-0.05608191379768951,-0.01797725399966214,-0.038104659798027365,-0.03708931052603742,0.0010153492719899477,31
2024-03-31,-0.05705561467650433,-0.10137320317243688,0.04431758849593255,0.02596815472329207,-0.01834943377264048,31
2024-06-30,0.1443861351929103,0.22604983932052813,-0.08166370412761784,-0.019123097446673048,0.0625406066809448,31
2024-09-30,0.04507133313481223,-0.013798086417060965,0.05886941955187319,0.03456603406564706,-0.024303385486226136,31
2024-12-31,0.012142088482700078,0.037030413402823405,-0.024888324920123328,0.007375101491281216,0.03226342641140454,31
2025-03-31,0.015263499094117025,0.05189285966026088,-0.036629360566143854,-0.01511203689493545,0.02151732367120841,31
2025-06-30,0.08414976897649588,0.340751567544491,-0.2566017985679951,-0.0636961182927684,0.19290568027522673,31
2025-09-30,0.051299386497190645,0.01095023863766135,0.0403491478595293,0.03056150933902534,-0.009787638520503952,31
2025-12-31,0.024558182855842697,-0.05529633163625005,0.07985451449209274,0.02718734179657493,-0.052667172695517815,31
2026-03-31,-0.08873355295663364,0.06954592951470188,-0.15827948247133553,-0.07257603795202194,0.0857034445193136,31
2026-06-30,-0.17139692147152377,-0.05870906042768822,-0.11268786104383555,-0.1559635507447021,-0.04327568970086654,31
