quarter,sh_ret,alla_ret,flow_score,flow_bucket,scissors,m2_yoy,amount_yoy,north_yi,rz_chg,ipo_yi,inc_capital,ret_next1,ret_next4,alla_next1
2012Q2,-0.01650927970273841,0.0227793010976991,0.028614427815213235,流入,-8.899999999999999,13.6,-0.05792628022249857,,139.44510177000006,346.8000592,-207.35495742999996,-0.06257754115944292,-0.11064148922163848,-0.06512204223861762
2012Q3,-0.06257754115944292,-0.06512204223861762,-0.21428834431645855,中性,-7.500000000000001,14.8,0.14729466010118597,,87.00103743,258.0894574,-171.08841997000002,0.08770094848499821,0.042420340825695485,0.07071588536986617
2012Q4,0.08770094848499821,0.07071588536986617,0.21368694651094952,大幅流入,-7.300000000000001,13.8,0.5161819811071686,,171.56100852999998,28.08072,143.48028853,-0.01432576743136571,-0.06749288713549871,0.021903379334720308
2013Q1,-0.01432576743136571,0.021903379334720308,0.741440493271015,大幅流入,-3.799999999999999,15.7,0.5754039145113856,,751.34256088,,751.34256088,-0.11509102346799038,-0.09090275017537615,-0.08118564587369603
2013Q2,-0.11509102346799038,-0.08118564587369603,-0.8382657925721947,大幅流出,-4.9,14.0,0.3805597277896815,,576.9300255200001,,576.9300255200001,0.09875626892804501,0.034923600676230904,0.16170972167971054
2013Q3,0.09875626892804501,0.16170972167971054,0.4256714141477882,大幅流入,-5.299999999999999,14.2,0.7254128544336049,,641.9152384499998,,641.9152384499998,-0.026986685305552816,0.08700420524540557,-0.018167089581499374
2013Q4,-0.026986685305552816,-0.018167089581499374,-0.29997035366263364,中性,-4.299999999999999,13.6,0.341468190527215,,607.5697473200003,,607.5697473200003,-0.03907034950268862,0.5286912245779493,-0.031408866816910797
2014Q1,-0.03907034950268862,-0.031408866816910797,0.04006881521367424,大幅流入,-6.699999999999999,12.1,-0.04838549986738139,,491.55327123000006,301.88839462929997,189.6648766007001,0.007387476356239597,0.8432537945592058,0.0365230947313393
2014Q2,0.007387476356239597,0.0365230947313393,-0.17881330278980193,中性,-5.799999999999999,14.7,-0.04035389405164569,,107.85428376999971,18.148049,89.70623476999971,0.15404913375647533,1.088153893396904,0.20804983046115466
2014Q3,0.15404913375647533,0.20804983046115466,0.03286937837844591,流入,-8.100000000000001,12.9,0.3329919018975078,,2039.99762258,147.18292399999999,1892.8146985800001,0.36838193301662114,0.29143353906940733,0.22437310187950632
2014Q4,0.36838193301662114,0.22437310187950632,0.18274125530230087,大幅流入,-9.0,12.2,1.626047624839861,685.7047,4099.62206668,280.476047,4504.85071968,0.15866251869970327,0.09413768360797686,0.26546670563533636
2015Q1,0.15866251869970327,0.26546670563533636,0.6242697809259532,大幅流入,-8.7,11.6,1.848989297807289,368.4829,4685.07278416,473.507962,4580.04772216,0.14123192754127034,-0.19850695016060993,0.2063935858848409
2015Q2,0.14123192754127034,0.2063935858848409,-0.10717949078762398,流入,-7.500000000000001,11.8,5.003416668829214,165.42579999999998,5587.863543559999,965.51506246,4787.774281099999,-0.28627015385219656,-0.3150680511790127,-0.29894540747055665
2015Q3,-0.28627015385219656,-0.29894540747055665,0.2686088083754827,大幅流入,-1.6999999999999993,13.1,1.0578904207767743,-86.08510000000001,-11406.155300729999,12.353835,-11504.59423573,0.15933045966939652,-0.01574891877275165,0.2594386416880148
2015Q4,0.15933045966939652,0.2594386416880148,-0.2134498058839788,中性,1.8999999999999986,13.3,0.01201762702578879,-262.5385,2672.5623160699997,94.24449575999999,2315.7793203099995,-0.15124031485241496,-0.1230637474987156,-0.16905117094612632
2016Q1,-0.15124031485241496,-0.16905117094612632,0.07569272225206526,大幅流入,8.65,13.4,-0.3310395659839849,144.2425,-2926.8130435099993,116.643143,-2899.213686509999,-0.024737384380050575,0.07277136669979019,0.010284547063156513
2016Q2,-0.024737384380050575,0.010284547063156513,0.1441339557375386,大幅流入,12.81,11.78,-0.6687790323934673,83.4199,-277.3281183800009,171.06146099999998,-364.9696793800009,0.025633822432094888,0.08971206366999519,0.02852152140190256
2016Q3,0.025633822432094888,0.02852152140190256,0.2309781651513306,大幅流入,13.2,11.5,-0.47737236941096395,222.9565,177.72512905999974,480.09798748060007,-79.41635842060032,0.0329263824078454,0.11456706369980672,0.007444585770665757
2016Q4,0.0329263824078454,0.007444585770665757,-0.25652507969927313,中性,10.020000000000001,11.33,-0.3555005743404178,156.174,671.0407253000012,731.7525725158999,95.46215278410125,0.038302481894628704,0.06557951203700688,0.01756603219588171
2017Q1,0.038302481894628704,0.01756603219588171,-0.11801275558921046,流入,8.700000000000001,10.1,-0.19879608985858488,466.11279999999994,-177.450085460001,682.7143682043,-394.051653664301,-0.009336499391468855,-0.01663825199828452,-0.016514733359544564
2017Q2,-0.009336499391468855,-0.016514733359544564,0.13408510203899424,大幅流入,5.9,9.1,-0.08186581596708464,498.79669999999993,-424.18327667999984,559.3566788315,-484.74325551149985,0.04902727611312652,-0.10807106944027223,0.05724682254579028
2017Q3,0.04902727611312652,0.05724682254579028,0.1962154342107978,大幅流入,5.0,9.0,0.14882829936558473,702.4914,900.9511980400002,493.8758779787,1109.5667200613002,-0.012472890700140349,-0.15754015520718034,-0.02303033922086184
2017Q4,-0.012472890700140349,-0.02303033922086184,-0.20263625167086674,中性,3.700000000000001,8.1,-0.15197897416123218,329.9759,560.5623302000004,543.8286836699,346.7095465301004,-0.0418106466793986,-0.245912822193705,-0.03249224879869972
